strategy_id,N_fast,N_slow
nf_0138_ns_0321,138,321
nf_0138_ns_0348,138,348
nf_0138_ns_0374,138,374
nf_0138_ns_0401,138,401
nf_0138_ns_0428,138,428
nf_0138_ns_0454,138,454
nf_0138_ns_0481,138,481
nf_0138_ns_0508,138,508
nf_0138_ns_0535,138,535
nf_0138_ns_0561,138,561
nf_0138_ns_0588,138,588
nf_0138_ns_0615,138,615
nf_0138_ns_0642,138,642
nf_0138_ns_0668,138,668
nf_0138_ns_0695,138,695
nf_0138_ns_0722,138,722
nf_0138_ns_0748,138,748
nf_0138_ns_0775,138,775
nf_0138_ns_0802,138,802
nf_0138_ns_0829,138,829
nf_0138_ns_0855,138,855
nf_0138_ns_0882,138,882
nf_0138_ns_0909,138,909
nf_0138_ns_0936,138,936
nf_0138_ns_0962,138,962
nf_0138_ns_0989,138,989
nf_0138_ns_1016,138,1016
nf_0138_ns_1042,138,1042
nf_0138_ns_1069,138,1069
nf_0138_ns_1096,138,1096
nf_0138_ns_1123,138,1123
nf_0138_ns_1149,138,1149
nf_0138_ns_1176,138,1176
nf_0138_ns_1203,138,1203
nf_0138_ns_1230,138,1230
nf_0138_ns_1256,138,1256
nf_0138_ns_1283,138,1283
nf_0138_ns_1310,138,1310
nf_0138_ns_1336,138,1336
nf_0138_ns_1363,138,1363
nf_0138_ns_1390,138,1390
nf_0138_ns_1417,138,1417
nf_0138_ns_1443,138,1443
nf_0138_ns_1470,138,1470
nf_0138_ns_1497,138,1497
nf_0138_ns_1524,138,1524
nf_0138_ns_1550,138,1550
nf_0138_ns_1577,138,1577
nf_0138_ns_1604,138,1604
nf_0138_ns_1630,138,1630
nf_0138_ns_1657,138,1657
nf_0138_ns_1684,138,1684
nf_0138_ns_1711,138,1711
nf_0138_ns_1737,138,1737
nf_0138_ns_1764,138,1764
nf_0138_ns_1791,138,1791
nf_0138_ns_1818,138,1818
nf_0138_ns_1844,138,1844
nf_0138_ns_1871,138,1871
nf_0138_ns_1898,138,1898
nf_0138_ns_1924,138,1924
nf_0138_ns_1951,138,1951
nf_0138_ns_1978,138,1978
nf_0138_ns_2005,138,2005
nf_0138_ns_2031,138,2031
nf_0138_ns_2058,138,2058
nf_0138_ns_2085,138,2085
nf_0138_ns_2112,138,2112
nf_0138_ns_2138,138,2138
nf_0138_ns_2165,138,2165
nf_0138_ns_2192,138,2192
nf_0138_ns_2218,138,2218
nf_0138_ns_2245,138,2245
nf_0138_ns_2272,138,2272
nf_0138_ns_2299,138,2299
nf_0138_ns_2325,138,2325
nf_0138_ns_2352,138,2352
nf_0138_ns_2379,138,2379
nf_0138_ns_2406,138,2406
nf_0138_ns_2432,138,2432
nf_0138_ns_2459,138,2459
nf_0138_ns_2486,138,2486
nf_0138_ns_2512,138,2512
nf_0138_ns_2539,138,2539
nf_0138_ns_2566,138,2566
nf_0138_ns_2593,138,2593
nf_0138_ns_2619,138,2619
nf_0138_ns_2646,138,2646
nf_0138_ns_2673,138,2673
nf_0138_ns_2700,138,2700
nf_0143_ns_0160,143,160
nf_0143_ns_0187,143,187
nf_0143_ns_0214,143,214
nf_0143_ns_0241,143,241
nf_0143_ns_0267,143,267
nf_0143_ns_0294,143,294
nf_0143_ns_0321,143,321
nf_0143_ns_0348,143,348
nf_0143_ns_0374,143,374
nf_0143_ns_0401,143,401
nf_0143_ns_0428,143,428
nf_0143_ns_0454,143,454
nf_0143_ns_0481,143,481
nf_0143_ns_0508,143,508
nf_0143_ns_0535,143,535
nf_0143_ns_0561,143,561
nf_0143_ns_0588,143,588
nf_0143_ns_0615,143,615
nf_0143_ns_0642,143,642
nf_0143_ns_0668,143,668
nf_0143_ns_0695,143,695
nf_0143_ns_0722,143,722
nf_0143_ns_0748,143,748
nf_0143_ns_0775,143,775
nf_0143_ns_0802,143,802
nf_0143_ns_0829,143,829
nf_0143_ns_0855,143,855
nf_0143_ns_0882,143,882
nf_0143_ns_0909,143,909
nf_0143_ns_0936,143,936
nf_0143_ns_0962,143,962
nf_0143_ns_0989,143,989
nf_0143_ns_1016,143,1016
nf_0143_ns_1042,143,1042
nf_0143_ns_1069,143,1069
nf_0143_ns_1096,143,1096
nf_0143_ns_1123,143,1123
nf_0143_ns_1149,143,1149
nf_0143_ns_1176,143,1176
nf_0143_ns_1203,143,1203
nf_0143_ns_1230,143,1230
nf_0143_ns_1256,143,1256
nf_0143_ns_1283,143,1283
nf_0143_ns_1310,143,1310
nf_0143_ns_1336,143,1336
nf_0143_ns_1363,143,1363
nf_0143_ns_1390,143,1390
nf_0143_ns_1417,143,1417
nf_0143_ns_1443,143,1443
nf_0143_ns_1470,143,1470
nf_0143_ns_1497,143,1497
nf_0143_ns_1524,143,1524
nf_0143_ns_1550,143,1550
nf_0143_ns_1577,143,1577
nf_0143_ns_1604,143,1604
nf_0143_ns_1630,143,1630
nf_0143_ns_1657,143,1657
nf_0143_ns_1684,143,1684
nf_0143_ns_1711,143,1711
nf_0143_ns_1737,143,1737
nf_0143_ns_1764,143,1764
nf_0143_ns_1791,143,1791
nf_0143_ns_1818,143,1818
nf_0143_ns_1844,143,1844
nf_0143_ns_1871,143,1871
nf_0143_ns_1898,143,1898
nf_0143_ns_1924,143,1924
nf_0143_ns_1951,143,1951
nf_0143_ns_1978,143,1978
nf_0143_ns_2005,143,2005
nf_0143_ns_2031,143,2031
nf_0143_ns_2058,143,2058
nf_0143_ns_2085,143,2085
nf_0143_ns_2112,143,2112
nf_0143_ns_2138,143,2138
nf_0143_ns_2165,143,2165
nf_0143_ns_2192,143,2192
nf_0143_ns_2218,143,2218
nf_0143_ns_2245,143,2245
nf_0143_ns_2272,143,2272
nf_0143_ns_2299,143,2299
nf_0143_ns_2325,143,2325
nf_0143_ns_2352,143,2352
nf_0143_ns_2379,143,2379
nf_0143_ns_2406,143,2406
nf_0143_ns_2432,143,2432
nf_0143_ns_2459,143,2459
nf_0143_ns_2486,143,2486
nf_0143_ns_2512,143,2512
nf_0143_ns_2539,143,2539
nf_0143_ns_2566,143,2566
nf_0143_ns_2593,143,2593
nf_0143_ns_2619,143,2619
nf_0143_ns_2646,143,2646
nf_0143_ns_2673,143,2673
nf_0143_ns_2700,143,2700
nf_0149_ns_0160,149,160
nf_0149_ns_0187,149,187
nf_0149_ns_0214,149,214
nf_0149_ns_0241,149,241
nf_0149_ns_0267,149,267
nf_0149_ns_0294,149,294
nf_0149_ns_0321,149,321
nf_0149_ns_0348,149,348
nf_0149_ns_0374,149,374
nf_0149_ns_0401,149,401
nf_0149_ns_0428,149,428
nf_0149_ns_0454,149,454
nf_0149_ns_0481,149,481
nf_0149_ns_0508,149,508
nf_0149_ns_0535,149,535
nf_0149_ns_0561,149,561
nf_0149_ns_0588,149,588
nf_0149_ns_0615,149,615
nf_0149_ns_0642,149,642
nf_0149_ns_0668,149,668
nf_0149_ns_0695,149,695
nf_0149_ns_0722,149,722
nf_0149_ns_0748,149,748
nf_0149_ns_0775,149,775
nf_0149_ns_0802,149,802
nf_0149_ns_0829,149,829
nf_0149_ns_0855,149,855
nf_0149_ns_0882,149,882
nf_0149_ns_0909,149,909
nf_0149_ns_0936,149,936
nf_0149_ns_0962,149,962
nf_0149_ns_0989,149,989
nf_0149_ns_1016,149,1016
nf_0149_ns_1042,149,1042
nf_0149_ns_1069,149,1069
nf_0149_ns_1096,149,1096
nf_0149_ns_1123,149,1123
nf_0149_ns_1149,149,1149
nf_0149_ns_1176,149,1176
nf_0149_ns_1203,149,1203
nf_0149_ns_1230,149,1230
nf_0149_ns_1256,149,1256
nf_0149_ns_1283,149,1283
nf_0149_ns_1310,149,1310
nf_0149_ns_1336,149,1336
nf_0149_ns_1363,149,1363
nf_0149_ns_1390,149,1390
nf_0149_ns_1417,149,1417
nf_0149_ns_1443,149,1443
nf_0149_ns_1470,149,1470
nf_0149_ns_1497,149,1497
nf_0149_ns_1524,149,1524
nf_0149_ns_1550,149,1550
nf_0149_ns_1577,149,1577
nf_0149_ns_1604,149,1604
nf_0149_ns_1630,149,1630
nf_0149_ns_1657,149,1657
nf_0149_ns_1684,149,1684
nf_0149_ns_1711,149,1711
nf_0149_ns_1737,149,1737
nf_0149_ns_1764,149,1764
nf_0149_ns_1791,149,1791
nf_0149_ns_1818,149,1818
nf_0149_ns_1844,149,1844
nf_0149_ns_1871,149,1871
nf_0149_ns_1898,149,1898
nf_0149_ns_1924,149,1924
nf_0149_ns_1951,149,1951
nf_0149_ns_1978,149,1978
nf_0149_ns_2005,149,2005
nf_0149_ns_2031,149,2031
nf_0149_ns_2058,149,2058
nf_0149_ns_2085,149,2085
nf_0149_ns_2112,149,2112
nf_0149_ns_2138,149,2138
nf_0149_ns_2165,149,2165
nf_0149_ns_2192,149,2192
nf_0149_ns_2218,149,2218
nf_0149_ns_2245,149,2245
nf_0149_ns_2272,149,2272
nf_0149_ns_2299,149,2299
nf_0149_ns_2325,149,2325
nf_0149_ns_2352,149,2352
nf_0149_ns_2379,149,2379
nf_0149_ns_2406,149,2406
nf_0149_ns_2432,149,2432
nf_0149_ns_2459,149,2459
nf_0149_ns_2486,149,2486
nf_0149_ns_2512,149,2512
nf_0149_ns_2539,149,2539
nf_0149_ns_2566,149,2566
nf_0149_ns_2593,149,2593
nf_0149_ns_2619,149,2619
nf_0149_ns_2646,149,2646
nf_0149_ns_2673,149,2673
nf_0149_ns_2700,149,2700
nf_0154_ns_0160,154,160
nf_0154_ns_0187,154,187
nf_0154_ns_0214,154,214
nf_0154_ns_0241,154,241
nf_0154_ns_0267,154,267
nf_0154_ns_0294,154,294
nf_0154_ns_0321,154,321
nf_0154_ns_0348,154,348
nf_0154_ns_0374,154,374
nf_0154_ns_0401,154,401
nf_0154_ns_0428,154,428
nf_0154_ns_0454,154,454
nf_0154_ns_0481,154,481
nf_0154_ns_0508,154,508
nf_0154_ns_0535,154,535
nf_0154_ns_0561,154,561
nf_0154_ns_0588,154,588
nf_0154_ns_0615,154,615
nf_0154_ns_0642,154,642
nf_0154_ns_0668,154,668
nf_0154_ns_0695,154,695
nf_0154_ns_0722,154,722
nf_0154_ns_0748,154,748
nf_0154_ns_0775,154,775
nf_0154_ns_0802,154,802
nf_0154_ns_0829,154,829
nf_0154_ns_0855,154,855
nf_0154_ns_0882,154,882
nf_0154_ns_0909,154,909
nf_0154_ns_0936,154,936
nf_0154_ns_0962,154,962
nf_0154_ns_0989,154,989
nf_0154_ns_1016,154,1016
nf_0154_ns_1042,154,1042
nf_0154_ns_1069,154,1069
nf_0154_ns_1096,154,1096
nf_0154_ns_1123,154,1123
nf_0154_ns_1149,154,1149
nf_0154_ns_1176,154,1176
nf_0154_ns_1203,154,1203
nf_0154_ns_1230,154,1230
nf_0154_ns_1256,154,1256
nf_0154_ns_1283,154,1283
nf_0154_ns_1310,154,1310
nf_0154_ns_1336,154,1336
nf_0154_ns_1363,154,1363
nf_0154_ns_1390,154,1390
nf_0154_ns_1417,154,1417
nf_0154_ns_1443,154,1443
nf_0154_ns_1470,154,1470
nf_0154_ns_1497,154,1497
nf_0154_ns_1524,154,1524
nf_0154_ns_1550,154,1550
nf_0154_ns_1577,154,1577
nf_0154_ns_1604,154,1604
nf_0154_ns_1630,154,1630
nf_0154_ns_1657,154,1657
nf_0154_ns_1684,154,1684
nf_0154_ns_1711,154,1711
nf_0154_ns_1737,154,1737
nf_0154_ns_1764,154,1764
nf_0154_ns_1791,154,1791
nf_0154_ns_1818,154,1818
nf_0154_ns_1844,154,1844
nf_0154_ns_1871,154,1871
nf_0154_ns_1898,154,1898
nf_0154_ns_1924,154,1924
nf_0154_ns_1951,154,1951
nf_0154_ns_1978,154,1978
nf_0154_ns_2005,154,2005
nf_0154_ns_2031,154,2031
nf_0154_ns_2058,154,2058
nf_0154_ns_2085,154,2085
nf_0154_ns_2112,154,2112
nf_0154_ns_2138,154,2138
nf_0154_ns_2165,154,2165
nf_0154_ns_2192,154,2192
nf_0154_ns_2218,154,2218
nf_0154_ns_2245,154,2245
nf_0154_ns_2272,154,2272
nf_0154_ns_2299,154,2299
nf_0154_ns_2325,154,2325
nf_0154_ns_2352,154,2352
nf_0154_ns_2379,154,2379
nf_0154_ns_2406,154,2406
nf_0154_ns_2432,154,2432
nf_0154_ns_2459,154,2459
nf_0154_ns_2486,154,2486
nf_0154_ns_2512,154,2512
nf_0154_ns_2539,154,2539
nf_0154_ns_2566,154,2566
nf_0154_ns_2593,154,2593
nf_0154_ns_2619,154,2619
nf_0154_ns_2646,154,2646
nf_0154_ns_2673,154,2673
nf_0154_ns_2700,154,2700
nf_0159_ns_0160,159,160
nf_0159_ns_0187,159,187
nf_0159_ns_0214,159,214
nf_0159_ns_0241,159,241
nf_0159_ns_0267,159,267
nf_0159_ns_0294,159,294
nf_0159_ns_0321,159,321
nf_0159_ns_0348,159,348
nf_0159_ns_0374,159,374
nf_0159_ns_0401,159,401
nf_0159_ns_0428,159,428
nf_0159_ns_0454,159,454
nf_0159_ns_0481,159,481
nf_0159_ns_0508,159,508
nf_0159_ns_0535,159,535
nf_0159_ns_0561,159,561
nf_0159_ns_0588,159,588
nf_0159_ns_0615,159,615
nf_0159_ns_0642,159,642
nf_0159_ns_0668,159,668
nf_0159_ns_0695,159,695
nf_0159_ns_0722,159,722
nf_0159_ns_0748,159,748
nf_0159_ns_0775,159,775
nf_0159_ns_0802,159,802
nf_0159_ns_0829,159,829
nf_0159_ns_0855,159,855
nf_0159_ns_0882,159,882
nf_0159_ns_0909,159,909
nf_0159_ns_0936,159,936
nf_0159_ns_0962,159,962
nf_0159_ns_0989,159,989
nf_0159_ns_1016,159,1016
nf_0159_ns_1042,159,1042
nf_0159_ns_1069,159,1069
nf_0159_ns_1096,159,1096
nf_0159_ns_1123,159,1123
nf_0159_ns_1149,159,1149
nf_0159_ns_1176,159,1176
nf_0159_ns_1203,159,1203
nf_0159_ns_1230,159,1230
nf_0159_ns_1256,159,1256
nf_0159_ns_1283,159,1283
nf_0159_ns_1310,159,1310
nf_0159_ns_1336,159,1336
nf_0159_ns_1363,159,1363
nf_0159_ns_1390,159,1390
nf_0159_ns_1417,159,1417
nf_0159_ns_1443,159,1443
nf_0159_ns_1470,159,1470
nf_0159_ns_1497,159,1497
nf_0159_ns_1524,159,1524
nf_0159_ns_1550,159,1550
nf_0159_ns_1577,159,1577
nf_0159_ns_1604,159,1604
nf_0159_ns_1630,159,1630
nf_0159_ns_1657,159,1657
nf_0159_ns_1684,159,1684
nf_0159_ns_1711,159,1711
nf_0159_ns_1737,159,1737
nf_0159_ns_1764,159,1764
nf_0159_ns_1791,159,1791
nf_0159_ns_1818,159,1818
nf_0159_ns_1844,159,1844
nf_0159_ns_1871,159,1871
nf_0159_ns_1898,159,1898
nf_0159_ns_1924,159,1924
nf_0159_ns_1951,159,1951
nf_0159_ns_1978,159,1978
nf_0159_ns_2005,159,2005
nf_0159_ns_2031,159,2031
nf_0159_ns_2058,159,2058
nf_0159_ns_2085,159,2085
nf_0159_ns_2112,159,2112
nf_0159_ns_2138,159,2138
nf_0159_ns_2165,159,2165
nf_0159_ns_2192,159,2192
nf_0159_ns_2218,159,2218
nf_0159_ns_2245,159,2245
nf_0159_ns_2272,159,2272
nf_0159_ns_2299,159,2299
nf_0159_ns_2325,159,2325
nf_0159_ns_2352,159,2352
nf_0159_ns_2379,159,2379
nf_0159_ns_2406,159,2406
nf_0159_ns_2432,159,2432
nf_0159_ns_2459,159,2459
nf_0159_ns_2486,159,2486
nf_0159_ns_2512,159,2512
nf_0159_ns_2539,159,2539
nf_0159_ns_2566,159,2566
nf_0159_ns_2593,159,2593
nf_0159_ns_2619,159,2619
nf_0159_ns_2646,159,2646
nf_0159_ns_2673,159,2673
nf_0159_ns_2700,159,2700
nf_0165_ns_0187,165,187
nf_0165_ns_0214,165,214
nf_0165_ns_0241,165,241
nf_0165_ns_0267,165,267
nf_0165_ns_0294,165,294
nf_0165_ns_0321,165,321
nf_0165_ns_0348,165,348
nf_0165_ns_0374,165,374
nf_0165_ns_0401,165,401
nf_0165_ns_0428,165,428
nf_0165_ns_0454,165,454
nf_0165_ns_0481,165,481
nf_0165_ns_0508,165,508
nf_0165_ns_0535,165,535
nf_0165_ns_0561,165,561
nf_0165_ns_0588,165,588
nf_0165_ns_0615,165,615
nf_0165_ns_0642,165,642
nf_0165_ns_0668,165,668
nf_0165_ns_0695,165,695
nf_0165_ns_0722,165,722
nf_0165_ns_0748,165,748
nf_0165_ns_0775,165,775
nf_0165_ns_0802,165,802
nf_0165_ns_0829,165,829
nf_0165_ns_0855,165,855
nf_0165_ns_0882,165,882
nf_0165_ns_0909,165,909
nf_0165_ns_0936,165,936
nf_0165_ns_0962,165,962
nf_0165_ns_0989,165,989
nf_0165_ns_1016,165,1016
nf_0165_ns_1042,165,1042
nf_0165_ns_1069,165,1069
nf_0165_ns_1096,165,1096
nf_0165_ns_1123,165,1123
nf_0165_ns_1149,165,1149
nf_0165_ns_1176,165,1176
nf_0165_ns_1203,165,1203
nf_0165_ns_1230,165,1230
nf_0165_ns_1256,165,1256
nf_0165_ns_1283,165,1283
nf_0165_ns_1310,165,1310
nf_0165_ns_1336,165,1336
nf_0165_ns_1363,165,1363
nf_0165_ns_1390,165,1390
nf_0165_ns_1417,165,1417
nf_0165_ns_1443,165,1443
nf_0165_ns_1470,165,1470
nf_0165_ns_1497,165,1497
nf_0165_ns_1524,165,1524
nf_0165_ns_1550,165,1550
nf_0165_ns_1577,165,1577
nf_0165_ns_1604,165,1604
nf_0165_ns_1630,165,1630
nf_0165_ns_1657,165,1657
nf_0165_ns_1684,165,1684
nf_0165_ns_1711,165,1711
nf_0165_ns_1737,165,1737
nf_0165_ns_1764,165,1764
nf_0165_ns_1791,165,1791
nf_0165_ns_1818,165,1818
nf_0165_ns_1844,165,1844
nf_0165_ns_1871,165,1871
nf_0165_ns_1898,165,1898
nf_0165_ns_1924,165,1924
nf_0165_ns_1951,165,1951
nf_0165_ns_1978,165,1978
nf_0165_ns_2005,165,2005
nf_0165_ns_2031,165,2031
nf_0165_ns_2058,165,2058
nf_0165_ns_2085,165,2085
nf_0165_ns_2112,165,2112
nf_0165_ns_2138,165,2138
nf_0165_ns_2165,165,2165
nf_0165_ns_2192,165,2192
nf_0165_ns_2218,165,2218
nf_0165_ns_2245,165,2245
nf_0165_ns_2272,165,2272
nf_0165_ns_2299,165,2299
nf_0165_ns_2325,165,2325
nf_0165_ns_2352,165,2352
nf_0165_ns_2379,165,2379
nf_0165_ns_2406,165,2406
nf_0165_ns_2432,165,2432
nf_0165_ns_2459,165,2459
nf_0165_ns_2486,165,2486
nf_0165_ns_2512,165,2512
nf_0165_ns_2539,165,2539
nf_0165_ns_2566,165,2566
nf_0165_ns_2593,165,2593
nf_0165_ns_2619,165,2619
nf_0165_ns_2646,165,2646
nf_0165_ns_2673,165,2673
nf_0165_ns_2700,165,2700
nf_0170_ns_0187,170,187
nf_0170_ns_0214,170,214
nf_0170_ns_0241,170,241
nf_0170_ns_0267,170,267
nf_0170_ns_0294,170,294
nf_0170_ns_0321,170,321
nf_0170_ns_0348,170,348
nf_0170_ns_0374,170,374
nf_0170_ns_0401,170,401
nf_0170_ns_0428,170,428
nf_0170_ns_0454,170,454
nf_0170_ns_0481,170,481
nf_0170_ns_0508,170,508
nf_0170_ns_0535,170,535
nf_0170_ns_0561,170,561
nf_0170_ns_0588,170,588
nf_0170_ns_0615,170,615
nf_0170_ns_0642,170,642
nf_0170_ns_0668,170,668
nf_0170_ns_0695,170,695
nf_0170_ns_0722,170,722
nf_0170_ns_0748,170,748
nf_0170_ns_0775,170,775
nf_0170_ns_0802,170,802
nf_0170_ns_0829,170,829
nf_0170_ns_0855,170,855
nf_0170_ns_0882,170,882
nf_0170_ns_0909,170,909
nf_0170_ns_0936,170,936
nf_0170_ns_0962,170,962
nf_0170_ns_0989,170,989
nf_0170_ns_1016,170,1016
nf_0170_ns_1042,170,1042
nf_0170_ns_1069,170,1069
nf_0170_ns_1096,170,1096
nf_0170_ns_1123,170,1123
nf_0170_ns_1149,170,1149
nf_0170_ns_1176,170,1176
nf_0170_ns_1203,170,1203
nf_0170_ns_1230,170,1230
nf_0170_ns_1256,170,1256
nf_0170_ns_1283,170,1283
nf_0170_ns_1310,170,1310
nf_0170_ns_1336,170,1336
nf_0170_ns_1363,170,1363
nf_0170_ns_1390,170,1390
nf_0170_ns_1417,170,1417
nf_0170_ns_1443,170,1443
nf_0170_ns_1470,170,1470
nf_0170_ns_1497,170,1497
nf_0170_ns_1524,170,1524
nf_0170_ns_1550,170,1550
nf_0170_ns_1577,170,1577
nf_0170_ns_1604,170,1604
nf_0170_ns_1630,170,1630
nf_0170_ns_1657,170,1657
nf_0170_ns_1684,170,1684
nf_0170_ns_1711,170,1711
nf_0170_ns_1737,170,1737
nf_0170_ns_1764,170,1764
nf_0170_ns_1791,170,1791
nf_0170_ns_1818,170,1818
nf_0170_ns_1844,170,1844
nf_0170_ns_1871,170,1871
nf_0170_ns_1898,170,1898
nf_0170_ns_1924,170,1924
nf_0170_ns_1951,170,1951
nf_0170_ns_1978,170,1978
nf_0170_ns_2005,170,2005
nf_0170_ns_2031,170,2031
nf_0170_ns_2058,170,2058
nf_0170_ns_2085,170,2085
nf_0170_ns_2112,170,2112
nf_0170_ns_2138,170,2138
nf_0170_ns_2165,170,2165
nf_0170_ns_2192,170,2192
nf_0170_ns_2218,170,2218
nf_0170_ns_2245,170,2245
nf_0170_ns_2272,170,2272
nf_0170_ns_2299,170,2299
nf_0170_ns_2325,170,2325
nf_0170_ns_2352,170,2352
nf_0170_ns_2379,170,2379
nf_0170_ns_2406,170,2406
nf_0170_ns_2432,170,2432
nf_0170_ns_2459,170,2459
nf_0170_ns_2486,170,2486
nf_0170_ns_2512,170,2512
nf_0170_ns_2539,170,2539
nf_0170_ns_2566,170,2566
nf_0170_ns_2593,170,2593
nf_0170_ns_2619,170,2619
nf_0170_ns_2646,170,2646
nf_0170_ns_2673,170,2673
nf_0170_ns_2700,170,2700
nf_0175_ns_0187,175,187
nf_0175_ns_0214,175,214
nf_0175_ns_0241,175,241
nf_0175_ns_0267,175,267
nf_0175_ns_0294,175,294
nf_0175_ns_0321,175,321
nf_0175_ns_0348,175,348
nf_0175_ns_0374,175,374
nf_0175_ns_0401,175,401
nf_0175_ns_0428,175,428
nf_0175_ns_0454,175,454
nf_0175_ns_0481,175,481
nf_0175_ns_0508,175,508
nf_0175_ns_0535,175,535
nf_0175_ns_0561,175,561
nf_0175_ns_0588,175,588
nf_0175_ns_0615,175,615
nf_0175_ns_0642,175,642
nf_0175_ns_0668,175,668
nf_0175_ns_0695,175,695
nf_0175_ns_0722,175,722
nf_0175_ns_0748,175,748
nf_0175_ns_0775,175,775
nf_0175_ns_0802,175,802
nf_0175_ns_0829,175,829
nf_0175_ns_0855,175,855
nf_0175_ns_0882,175,882
nf_0175_ns_0909,175,909
nf_0175_ns_0936,175,936
nf_0175_ns_0962,175,962
nf_0175_ns_0989,175,989
nf_0175_ns_1016,175,1016
nf_0175_ns_1042,175,1042
nf_0175_ns_1069,175,1069
nf_0175_ns_1096,175,1096
nf_0175_ns_1123,175,1123
nf_0175_ns_1149,175,1149
nf_0175_ns_1176,175,1176
nf_0175_ns_1203,175,1203
nf_0175_ns_1230,175,1230
nf_0175_ns_1256,175,1256
nf_0175_ns_1283,175,1283
nf_0175_ns_1310,175,1310
nf_0175_ns_1336,175,1336
nf_0175_ns_1363,175,1363
nf_0175_ns_1390,175,1390
nf_0175_ns_1417,175,1417
nf_0175_ns_1443,175,1443
nf_0175_ns_1470,175,1470
nf_0175_ns_1497,175,1497
nf_0175_ns_1524,175,1524
nf_0175_ns_1550,175,1550
nf_0175_ns_1577,175,1577
nf_0175_ns_1604,175,1604
nf_0175_ns_1630,175,1630
nf_0175_ns_1657,175,1657
nf_0175_ns_1684,175,1684
nf_0175_ns_1711,175,1711
nf_0175_ns_1737,175,1737
nf_0175_ns_1764,175,1764
nf_0175_ns_1791,175,1791
nf_0175_ns_1818,175,1818
nf_0175_ns_1844,175,1844
nf_0175_ns_1871,175,1871
nf_0175_ns_1898,175,1898
nf_0175_ns_1924,175,1924
nf_0175_ns_1951,175,1951
nf_0175_ns_1978,175,1978
nf_0175_ns_2005,175,2005
nf_0175_ns_2031,175,2031
nf_0175_ns_2058,175,2058
nf_0175_ns_2085,175,2085
nf_0175_ns_2112,175,2112
nf_0175_ns_2138,175,2138
nf_0175_ns_2165,175,2165
nf_0175_ns_2192,175,2192
nf_0175_ns_2218,175,2218
nf_0175_ns_2245,175,2245
nf_0175_ns_2272,175,2272
nf_0175_ns_2299,175,2299
nf_0175_ns_2325,175,2325
nf_0175_ns_2352,175,2352
nf_0175_ns_2379,175,2379
nf_0175_ns_2406,175,2406
nf_0175_ns_2432,175,2432
nf_0175_ns_2459,175,2459
nf_0175_ns_2486,175,2486
nf_0175_ns_2512,175,2512
nf_0175_ns_2539,175,2539
nf_0175_ns_2566,175,2566
nf_0175_ns_2593,175,2593
nf_0175_ns_2619,175,2619
nf_0175_ns_2646,175,2646
nf_0175_ns_2673,175,2673
nf_0175_ns_2700,175,2700
nf_0181_ns_0187,181,187
nf_0181_ns_0214,181,214
nf_0181_ns_0241,181,241
nf_0181_ns_0267,181,267
nf_0181_ns_0294,181,294
nf_0181_ns_0321,181,321
nf_0181_ns_0348,181,348
nf_0181_ns_0374,181,374
nf_0181_ns_0401,181,401
nf_0181_ns_0428,181,428
nf_0181_ns_0454,181,454
nf_0181_ns_0481,181,481
nf_0181_ns_0508,181,508
nf_0181_ns_0535,181,535
nf_0181_ns_0561,181,561
nf_0181_ns_0588,181,588
nf_0181_ns_0615,181,615
nf_0181_ns_0642,181,642
nf_0181_ns_0668,181,668
nf_0181_ns_0695,181,695
nf_0181_ns_0722,181,722
nf_0181_ns_0748,181,748
nf_0181_ns_0775,181,775
nf_0181_ns_0802,181,802
nf_0181_ns_0829,181,829
nf_0181_ns_0855,181,855
nf_0181_ns_0882,181,882
nf_0181_ns_0909,181,909
nf_0181_ns_0936,181,936
nf_0181_ns_0962,181,962
nf_0181_ns_0989,181,989
nf_0181_ns_1016,181,1016
nf_0181_ns_1042,181,1042
nf_0181_ns_1069,181,1069
nf_0181_ns_1096,181,1096
nf_0181_ns_1123,181,1123
nf_0181_ns_1149,181,1149
nf_0181_ns_1176,181,1176
nf_0181_ns_1203,181,1203
nf_0181_ns_1230,181,1230
nf_0181_ns_1256,181,1256
nf_0181_ns_1283,181,1283
nf_0181_ns_1310,181,1310
nf_0181_ns_1336,181,1336
nf_0181_ns_1363,181,1363
nf_0181_ns_1390,181,1390
nf_0181_ns_1417,181,1417
nf_0181_ns_1443,181,1443
nf_0181_ns_1470,181,1470
nf_0181_ns_1497,181,1497
nf_0181_ns_1524,181,1524
nf_0181_ns_1550,181,1550
nf_0181_ns_1577,181,1577
nf_0181_ns_1604,181,1604
nf_0181_ns_1630,181,1630
nf_0181_ns_1657,181,1657
nf_0181_ns_1684,181,1684
nf_0181_ns_1711,181,1711
nf_0181_ns_1737,181,1737
nf_0181_ns_1764,181,1764
nf_0181_ns_1791,181,1791
nf_0181_ns_1818,181,1818
nf_0181_ns_1844,181,1844
nf_0181_ns_1871,181,1871
nf_0181_ns_1898,181,1898
nf_0181_ns_1924,181,1924
nf_0181_ns_1951,181,1951
nf_0181_ns_1978,181,1978
nf_0181_ns_2005,181,2005
nf_0181_ns_2031,181,2031
nf_0181_ns_2058,181,2058
nf_0181_ns_2085,181,2085
nf_0181_ns_2112,181,2112
nf_0181_ns_2138,181,2138
nf_0181_ns_2165,181,2165
nf_0181_ns_2192,181,2192
nf_0181_ns_2218,181,2218
nf_0181_ns_2245,181,2245
nf_0181_ns_2272,181,2272
