strategy_id,N_fast,N_slow
nf_0250_ns_1203,250,1203
nf_0250_ns_1230,250,1230
nf_0250_ns_1256,250,1256
nf_0250_ns_1283,250,1283
nf_0250_ns_1310,250,1310
nf_0250_ns_1336,250,1336
nf_0250_ns_1363,250,1363
nf_0250_ns_1390,250,1390
nf_0250_ns_1417,250,1417
nf_0250_ns_1443,250,1443
nf_0250_ns_1470,250,1470
nf_0250_ns_1497,250,1497
nf_0250_ns_1524,250,1524
nf_0250_ns_1550,250,1550
nf_0250_ns_1577,250,1577
nf_0250_ns_1604,250,1604
nf_0250_ns_1630,250,1630
nf_0250_ns_1657,250,1657
nf_0250_ns_1684,250,1684
nf_0250_ns_1711,250,1711
nf_0250_ns_1737,250,1737
nf_0250_ns_1764,250,1764
nf_0250_ns_1791,250,1791
nf_0250_ns_1818,250,1818
nf_0250_ns_1844,250,1844
nf_0250_ns_1871,250,1871
nf_0250_ns_1898,250,1898
nf_0250_ns_1924,250,1924
nf_0250_ns_1951,250,1951
nf_0250_ns_1978,250,1978
nf_0250_ns_2005,250,2005
nf_0250_ns_2031,250,2031
nf_0250_ns_2058,250,2058
nf_0250_ns_2085,250,2085
nf_0250_ns_2112,250,2112
nf_0250_ns_2138,250,2138
nf_0250_ns_2165,250,2165
nf_0250_ns_2192,250,2192
nf_0250_ns_2218,250,2218
nf_0250_ns_2245,250,2245
nf_0250_ns_2272,250,2272
nf_0250_ns_2299,250,2299
nf_0250_ns_2325,250,2325
nf_0250_ns_2352,250,2352
nf_0250_ns_2379,250,2379
nf_0250_ns_2406,250,2406
nf_0250_ns_2432,250,2432
nf_0250_ns_2459,250,2459
nf_0250_ns_2486,250,2486
nf_0250_ns_2512,250,2512
nf_0250_ns_2539,250,2539
nf_0250_ns_2566,250,2566
nf_0250_ns_2593,250,2593
nf_0250_ns_2619,250,2619
nf_0250_ns_2646,250,2646
nf_0250_ns_2673,250,2673
nf_0250_ns_2700,250,2700
nf_0256_ns_0267,256,267
nf_0256_ns_0294,256,294
nf_0256_ns_0321,256,321
nf_0256_ns_0348,256,348
nf_0256_ns_0374,256,374
nf_0256_ns_0401,256,401
nf_0256_ns_0428,256,428
nf_0256_ns_0454,256,454
nf_0256_ns_0481,256,481
nf_0256_ns_0508,256,508
nf_0256_ns_0535,256,535
nf_0256_ns_0561,256,561
nf_0256_ns_0588,256,588
nf_0256_ns_0615,256,615
nf_0256_ns_0642,256,642
nf_0256_ns_0668,256,668
nf_0256_ns_0695,256,695
nf_0256_ns_0722,256,722
nf_0256_ns_0748,256,748
nf_0256_ns_0775,256,775
nf_0256_ns_0802,256,802
nf_0256_ns_0829,256,829
nf_0256_ns_0855,256,855
nf_0256_ns_0882,256,882
nf_0256_ns_0909,256,909
nf_0256_ns_0936,256,936
nf_0256_ns_0962,256,962
nf_0256_ns_0989,256,989
nf_0256_ns_1016,256,1016
nf_0256_ns_1042,256,1042
nf_0256_ns_1069,256,1069
nf_0256_ns_1096,256,1096
nf_0256_ns_1123,256,1123
nf_0256_ns_1149,256,1149
nf_0256_ns_1176,256,1176
nf_0256_ns_1203,256,1203
nf_0256_ns_1230,256,1230
nf_0256_ns_1256,256,1256
nf_0256_ns_1283,256,1283
nf_0256_ns_1310,256,1310
nf_0256_ns_1336,256,1336
nf_0256_ns_1363,256,1363
nf_0256_ns_1390,256,1390
nf_0256_ns_1417,256,1417
nf_0256_ns_1443,256,1443
nf_0256_ns_1470,256,1470
nf_0256_ns_1497,256,1497
nf_0256_ns_1524,256,1524
nf_0256_ns_1550,256,1550
nf_0256_ns_1577,256,1577
nf_0256_ns_1604,256,1604
nf_0256_ns_1630,256,1630
nf_0256_ns_1657,256,1657
nf_0256_ns_1684,256,1684
nf_0256_ns_1711,256,1711
nf_0256_ns_1737,256,1737
nf_0256_ns_1764,256,1764
nf_0256_ns_1791,256,1791
nf_0256_ns_1818,256,1818
nf_0256_ns_1844,256,1844
nf_0256_ns_1871,256,1871
nf_0256_ns_1898,256,1898
nf_0256_ns_1924,256,1924
nf_0256_ns_1951,256,1951
nf_0256_ns_1978,256,1978
nf_0256_ns_2005,256,2005
nf_0256_ns_2031,256,2031
nf_0256_ns_2058,256,2058
nf_0256_ns_2085,256,2085
nf_0256_ns_2112,256,2112
nf_0256_ns_2138,256,2138
nf_0256_ns_2165,256,2165
nf_0256_ns_2192,256,2192
nf_0256_ns_2218,256,2218
nf_0256_ns_2245,256,2245
nf_0256_ns_2272,256,2272
nf_0256_ns_2299,256,2299
nf_0256_ns_2325,256,2325
nf_0256_ns_2352,256,2352
nf_0256_ns_2379,256,2379
nf_0256_ns_2406,256,2406
nf_0256_ns_2432,256,2432
nf_0256_ns_2459,256,2459
nf_0256_ns_2486,256,2486
nf_0256_ns_2512,256,2512
nf_0256_ns_2539,256,2539
nf_0256_ns_2566,256,2566
nf_0256_ns_2593,256,2593
nf_0256_ns_2619,256,2619
nf_0256_ns_2646,256,2646
nf_0256_ns_2673,256,2673
nf_0256_ns_2700,256,2700
nf_0261_ns_0267,261,267
nf_0261_ns_0294,261,294
nf_0261_ns_0321,261,321
nf_0261_ns_0348,261,348
nf_0261_ns_0374,261,374
nf_0261_ns_0401,261,401
nf_0261_ns_0428,261,428
nf_0261_ns_0454,261,454
nf_0261_ns_0481,261,481
nf_0261_ns_0508,261,508
nf_0261_ns_0535,261,535
nf_0261_ns_0561,261,561
nf_0261_ns_0588,261,588
nf_0261_ns_0615,261,615
nf_0261_ns_0642,261,642
nf_0261_ns_0668,261,668
nf_0261_ns_0695,261,695
nf_0261_ns_0722,261,722
nf_0261_ns_0748,261,748
nf_0261_ns_0775,261,775
nf_0261_ns_0802,261,802
nf_0261_ns_0829,261,829
nf_0261_ns_0855,261,855
nf_0261_ns_0882,261,882
nf_0261_ns_0909,261,909
nf_0261_ns_0936,261,936
nf_0261_ns_0962,261,962
nf_0261_ns_0989,261,989
nf_0261_ns_1016,261,1016
nf_0261_ns_1042,261,1042
nf_0261_ns_1069,261,1069
nf_0261_ns_1096,261,1096
nf_0261_ns_1123,261,1123
nf_0261_ns_1149,261,1149
nf_0261_ns_1176,261,1176
nf_0261_ns_1203,261,1203
nf_0261_ns_1230,261,1230
nf_0261_ns_1256,261,1256
nf_0261_ns_1283,261,1283
nf_0261_ns_1310,261,1310
nf_0261_ns_1336,261,1336
nf_0261_ns_1363,261,1363
nf_0261_ns_1390,261,1390
nf_0261_ns_1417,261,1417
nf_0261_ns_1443,261,1443
nf_0261_ns_1470,261,1470
nf_0261_ns_1497,261,1497
nf_0261_ns_1524,261,1524
nf_0261_ns_1550,261,1550
nf_0261_ns_1577,261,1577
nf_0261_ns_1604,261,1604
nf_0261_ns_1630,261,1630
nf_0261_ns_1657,261,1657
nf_0261_ns_1684,261,1684
nf_0261_ns_1711,261,1711
nf_0261_ns_1737,261,1737
nf_0261_ns_1764,261,1764
nf_0261_ns_1791,261,1791
nf_0261_ns_1818,261,1818
nf_0261_ns_1844,261,1844
nf_0261_ns_1871,261,1871
nf_0261_ns_1898,261,1898
nf_0261_ns_1924,261,1924
nf_0261_ns_1951,261,1951
nf_0261_ns_1978,261,1978
nf_0261_ns_2005,261,2005
nf_0261_ns_2031,261,2031
nf_0261_ns_2058,261,2058
nf_0261_ns_2085,261,2085
nf_0261_ns_2112,261,2112
nf_0261_ns_2138,261,2138
nf_0261_ns_2165,261,2165
nf_0261_ns_2192,261,2192
nf_0261_ns_2218,261,2218
nf_0261_ns_2245,261,2245
nf_0261_ns_2272,261,2272
nf_0261_ns_2299,261,2299
nf_0261_ns_2325,261,2325
nf_0261_ns_2352,261,2352
nf_0261_ns_2379,261,2379
nf_0261_ns_2406,261,2406
nf_0261_ns_2432,261,2432
nf_0261_ns_2459,261,2459
nf_0261_ns_2486,261,2486
nf_0261_ns_2512,261,2512
nf_0261_ns_2539,261,2539
nf_0261_ns_2566,261,2566
nf_0261_ns_2593,261,2593
nf_0261_ns_2619,261,2619
nf_0261_ns_2646,261,2646
nf_0261_ns_2673,261,2673
nf_0261_ns_2700,261,2700
nf_0266_ns_0267,266,267
nf_0266_ns_0294,266,294
nf_0266_ns_0321,266,321
nf_0266_ns_0348,266,348
nf_0266_ns_0374,266,374
nf_0266_ns_0401,266,401
nf_0266_ns_0428,266,428
nf_0266_ns_0454,266,454
nf_0266_ns_0481,266,481
nf_0266_ns_0508,266,508
nf_0266_ns_0535,266,535
nf_0266_ns_0561,266,561
nf_0266_ns_0588,266,588
nf_0266_ns_0615,266,615
nf_0266_ns_0642,266,642
nf_0266_ns_0668,266,668
nf_0266_ns_0695,266,695
nf_0266_ns_0722,266,722
nf_0266_ns_0748,266,748
nf_0266_ns_0775,266,775
nf_0266_ns_0802,266,802
nf_0266_ns_0829,266,829
nf_0266_ns_0855,266,855
nf_0266_ns_0882,266,882
nf_0266_ns_0909,266,909
nf_0266_ns_0936,266,936
nf_0266_ns_0962,266,962
nf_0266_ns_0989,266,989
nf_0266_ns_1016,266,1016
nf_0266_ns_1042,266,1042
nf_0266_ns_1069,266,1069
nf_0266_ns_1096,266,1096
nf_0266_ns_1123,266,1123
nf_0266_ns_1149,266,1149
nf_0266_ns_1176,266,1176
nf_0266_ns_1203,266,1203
nf_0266_ns_1230,266,1230
nf_0266_ns_1256,266,1256
nf_0266_ns_1283,266,1283
nf_0266_ns_1310,266,1310
nf_0266_ns_1336,266,1336
nf_0266_ns_1363,266,1363
nf_0266_ns_1390,266,1390
nf_0266_ns_1417,266,1417
nf_0266_ns_1443,266,1443
nf_0266_ns_1470,266,1470
nf_0266_ns_1497,266,1497
nf_0266_ns_1524,266,1524
nf_0266_ns_1550,266,1550
nf_0266_ns_1577,266,1577
nf_0266_ns_1604,266,1604
nf_0266_ns_1630,266,1630
nf_0266_ns_1657,266,1657
nf_0266_ns_1684,266,1684
nf_0266_ns_1711,266,1711
nf_0266_ns_1737,266,1737
nf_0266_ns_1764,266,1764
nf_0266_ns_1791,266,1791
nf_0266_ns_1818,266,1818
nf_0266_ns_1844,266,1844
nf_0266_ns_1871,266,1871
nf_0266_ns_1898,266,1898
nf_0266_ns_1924,266,1924
nf_0266_ns_1951,266,1951
nf_0266_ns_1978,266,1978
nf_0266_ns_2005,266,2005
nf_0266_ns_2031,266,2031
nf_0266_ns_2058,266,2058
nf_0266_ns_2085,266,2085
nf_0266_ns_2112,266,2112
nf_0266_ns_2138,266,2138
nf_0266_ns_2165,266,2165
nf_0266_ns_2192,266,2192
nf_0266_ns_2218,266,2218
nf_0266_ns_2245,266,2245
nf_0266_ns_2272,266,2272
nf_0266_ns_2299,266,2299
nf_0266_ns_2325,266,2325
nf_0266_ns_2352,266,2352
nf_0266_ns_2379,266,2379
nf_0266_ns_2406,266,2406
nf_0266_ns_2432,266,2432
nf_0266_ns_2459,266,2459
nf_0266_ns_2486,266,2486
nf_0266_ns_2512,266,2512
nf_0266_ns_2539,266,2539
nf_0266_ns_2566,266,2566
nf_0266_ns_2593,266,2593
nf_0266_ns_2619,266,2619
nf_0266_ns_2646,266,2646
nf_0266_ns_2673,266,2673
nf_0266_ns_2700,266,2700
nf_0272_ns_0294,272,294
nf_0272_ns_0321,272,321
nf_0272_ns_0348,272,348
nf_0272_ns_0374,272,374
nf_0272_ns_0401,272,401
nf_0272_ns_0428,272,428
nf_0272_ns_0454,272,454
nf_0272_ns_0481,272,481
nf_0272_ns_0508,272,508
nf_0272_ns_0535,272,535
nf_0272_ns_0561,272,561
nf_0272_ns_0588,272,588
nf_0272_ns_0615,272,615
nf_0272_ns_0642,272,642
nf_0272_ns_0668,272,668
nf_0272_ns_0695,272,695
nf_0272_ns_0722,272,722
nf_0272_ns_0748,272,748
nf_0272_ns_0775,272,775
nf_0272_ns_0802,272,802
nf_0272_ns_0829,272,829
nf_0272_ns_0855,272,855
nf_0272_ns_0882,272,882
nf_0272_ns_0909,272,909
nf_0272_ns_0936,272,936
nf_0272_ns_0962,272,962
nf_0272_ns_0989,272,989
nf_0272_ns_1016,272,1016
nf_0272_ns_1042,272,1042
nf_0272_ns_1069,272,1069
nf_0272_ns_1096,272,1096
nf_0272_ns_1123,272,1123
nf_0272_ns_1149,272,1149
nf_0272_ns_1176,272,1176
nf_0272_ns_1203,272,1203
nf_0272_ns_1230,272,1230
nf_0272_ns_1256,272,1256
nf_0272_ns_1283,272,1283
nf_0272_ns_1310,272,1310
nf_0272_ns_1336,272,1336
nf_0272_ns_1363,272,1363
nf_0272_ns_1390,272,1390
nf_0272_ns_1417,272,1417
nf_0272_ns_1443,272,1443
nf_0272_ns_1470,272,1470
nf_0272_ns_1497,272,1497
nf_0272_ns_1524,272,1524
nf_0272_ns_1550,272,1550
nf_0272_ns_1577,272,1577
nf_0272_ns_1604,272,1604
nf_0272_ns_1630,272,1630
nf_0272_ns_1657,272,1657
nf_0272_ns_1684,272,1684
nf_0272_ns_1711,272,1711
nf_0272_ns_1737,272,1737
nf_0272_ns_1764,272,1764
nf_0272_ns_1791,272,1791
nf_0272_ns_1818,272,1818
nf_0272_ns_1844,272,1844
nf_0272_ns_1871,272,1871
nf_0272_ns_1898,272,1898
nf_0272_ns_1924,272,1924
nf_0272_ns_1951,272,1951
nf_0272_ns_1978,272,1978
nf_0272_ns_2005,272,2005
nf_0272_ns_2031,272,2031
nf_0272_ns_2058,272,2058
nf_0272_ns_2085,272,2085
nf_0272_ns_2112,272,2112
nf_0272_ns_2138,272,2138
nf_0272_ns_2165,272,2165
nf_0272_ns_2192,272,2192
nf_0272_ns_2218,272,2218
nf_0272_ns_2245,272,2245
nf_0272_ns_2272,272,2272
nf_0272_ns_2299,272,2299
nf_0272_ns_2325,272,2325
nf_0272_ns_2352,272,2352
nf_0272_ns_2379,272,2379
nf_0272_ns_2406,272,2406
nf_0272_ns_2432,272,2432
nf_0272_ns_2459,272,2459
nf_0272_ns_2486,272,2486
nf_0272_ns_2512,272,2512
nf_0272_ns_2539,272,2539
nf_0272_ns_2566,272,2566
nf_0272_ns_2593,272,2593
nf_0272_ns_2619,272,2619
nf_0272_ns_2646,272,2646
nf_0272_ns_2673,272,2673
nf_0272_ns_2700,272,2700
nf_0277_ns_0294,277,294
nf_0277_ns_0321,277,321
nf_0277_ns_0348,277,348
nf_0277_ns_0374,277,374
nf_0277_ns_0401,277,401
nf_0277_ns_0428,277,428
nf_0277_ns_0454,277,454
nf_0277_ns_0481,277,481
nf_0277_ns_0508,277,508
nf_0277_ns_0535,277,535
nf_0277_ns_0561,277,561
nf_0277_ns_0588,277,588
nf_0277_ns_0615,277,615
nf_0277_ns_0642,277,642
nf_0277_ns_0668,277,668
nf_0277_ns_0695,277,695
nf_0277_ns_0722,277,722
nf_0277_ns_0748,277,748
nf_0277_ns_0775,277,775
nf_0277_ns_0802,277,802
nf_0277_ns_0829,277,829
nf_0277_ns_0855,277,855
nf_0277_ns_0882,277,882
nf_0277_ns_0909,277,909
nf_0277_ns_0936,277,936
nf_0277_ns_0962,277,962
nf_0277_ns_0989,277,989
nf_0277_ns_1016,277,1016
nf_0277_ns_1042,277,1042
nf_0277_ns_1069,277,1069
nf_0277_ns_1096,277,1096
nf_0277_ns_1123,277,1123
nf_0277_ns_1149,277,1149
nf_0277_ns_1176,277,1176
nf_0277_ns_1203,277,1203
nf_0277_ns_1230,277,1230
nf_0277_ns_1256,277,1256
nf_0277_ns_1283,277,1283
nf_0277_ns_1310,277,1310
nf_0277_ns_1336,277,1336
nf_0277_ns_1363,277,1363
nf_0277_ns_1390,277,1390
nf_0277_ns_1417,277,1417
nf_0277_ns_1443,277,1443
nf_0277_ns_1470,277,1470
nf_0277_ns_1497,277,1497
nf_0277_ns_1524,277,1524
nf_0277_ns_1550,277,1550
nf_0277_ns_1577,277,1577
nf_0277_ns_1604,277,1604
nf_0277_ns_1630,277,1630
nf_0277_ns_1657,277,1657
nf_0277_ns_1684,277,1684
nf_0277_ns_1711,277,1711
nf_0277_ns_1737,277,1737
nf_0277_ns_1764,277,1764
nf_0277_ns_1791,277,1791
nf_0277_ns_1818,277,1818
nf_0277_ns_1844,277,1844
nf_0277_ns_1871,277,1871
nf_0277_ns_1898,277,1898
nf_0277_ns_1924,277,1924
nf_0277_ns_1951,277,1951
nf_0277_ns_1978,277,1978
nf_0277_ns_2005,277,2005
nf_0277_ns_2031,277,2031
nf_0277_ns_2058,277,2058
nf_0277_ns_2085,277,2085
nf_0277_ns_2112,277,2112
nf_0277_ns_2138,277,2138
nf_0277_ns_2165,277,2165
nf_0277_ns_2192,277,2192
nf_0277_ns_2218,277,2218
nf_0277_ns_2245,277,2245
nf_0277_ns_2272,277,2272
nf_0277_ns_2299,277,2299
nf_0277_ns_2325,277,2325
nf_0277_ns_2352,277,2352
nf_0277_ns_2379,277,2379
nf_0277_ns_2406,277,2406
nf_0277_ns_2432,277,2432
nf_0277_ns_2459,277,2459
nf_0277_ns_2486,277,2486
nf_0277_ns_2512,277,2512
nf_0277_ns_2539,277,2539
nf_0277_ns_2566,277,2566
nf_0277_ns_2593,277,2593
nf_0277_ns_2619,277,2619
nf_0277_ns_2646,277,2646
nf_0277_ns_2673,277,2673
nf_0277_ns_2700,277,2700
nf_0283_ns_0294,283,294
nf_0283_ns_0321,283,321
nf_0283_ns_0348,283,348
nf_0283_ns_0374,283,374
nf_0283_ns_0401,283,401
nf_0283_ns_0428,283,428
nf_0283_ns_0454,283,454
nf_0283_ns_0481,283,481
nf_0283_ns_0508,283,508
nf_0283_ns_0535,283,535
nf_0283_ns_0561,283,561
nf_0283_ns_0588,283,588
nf_0283_ns_0615,283,615
nf_0283_ns_0642,283,642
nf_0283_ns_0668,283,668
nf_0283_ns_0695,283,695
nf_0283_ns_0722,283,722
nf_0283_ns_0748,283,748
nf_0283_ns_0775,283,775
nf_0283_ns_0802,283,802
nf_0283_ns_0829,283,829
nf_0283_ns_0855,283,855
nf_0283_ns_0882,283,882
nf_0283_ns_0909,283,909
nf_0283_ns_0936,283,936
nf_0283_ns_0962,283,962
nf_0283_ns_0989,283,989
nf_0283_ns_1016,283,1016
nf_0283_ns_1042,283,1042
nf_0283_ns_1069,283,1069
nf_0283_ns_1096,283,1096
nf_0283_ns_1123,283,1123
nf_0283_ns_1149,283,1149
nf_0283_ns_1176,283,1176
nf_0283_ns_1203,283,1203
nf_0283_ns_1230,283,1230
nf_0283_ns_1256,283,1256
nf_0283_ns_1283,283,1283
nf_0283_ns_1310,283,1310
nf_0283_ns_1336,283,1336
nf_0283_ns_1363,283,1363
nf_0283_ns_1390,283,1390
nf_0283_ns_1417,283,1417
nf_0283_ns_1443,283,1443
nf_0283_ns_1470,283,1470
nf_0283_ns_1497,283,1497
nf_0283_ns_1524,283,1524
nf_0283_ns_1550,283,1550
nf_0283_ns_1577,283,1577
nf_0283_ns_1604,283,1604
nf_0283_ns_1630,283,1630
nf_0283_ns_1657,283,1657
nf_0283_ns_1684,283,1684
nf_0283_ns_1711,283,1711
nf_0283_ns_1737,283,1737
nf_0283_ns_1764,283,1764
nf_0283_ns_1791,283,1791
nf_0283_ns_1818,283,1818
nf_0283_ns_1844,283,1844
nf_0283_ns_1871,283,1871
nf_0283_ns_1898,283,1898
nf_0283_ns_1924,283,1924
nf_0283_ns_1951,283,1951
nf_0283_ns_1978,283,1978
nf_0283_ns_2005,283,2005
nf_0283_ns_2031,283,2031
nf_0283_ns_2058,283,2058
nf_0283_ns_2085,283,2085
nf_0283_ns_2112,283,2112
nf_0283_ns_2138,283,2138
nf_0283_ns_2165,283,2165
nf_0283_ns_2192,283,2192
nf_0283_ns_2218,283,2218
nf_0283_ns_2245,283,2245
nf_0283_ns_2272,283,2272
nf_0283_ns_2299,283,2299
nf_0283_ns_2325,283,2325
nf_0283_ns_2352,283,2352
nf_0283_ns_2379,283,2379
nf_0283_ns_2406,283,2406
nf_0283_ns_2432,283,2432
nf_0283_ns_2459,283,2459
nf_0283_ns_2486,283,2486
nf_0283_ns_2512,283,2512
nf_0283_ns_2539,283,2539
nf_0283_ns_2566,283,2566
nf_0283_ns_2593,283,2593
nf_0283_ns_2619,283,2619
nf_0283_ns_2646,283,2646
nf_0283_ns_2673,283,2673
nf_0283_ns_2700,283,2700
nf_0288_ns_0294,288,294
nf_0288_ns_0321,288,321
nf_0288_ns_0348,288,348
nf_0288_ns_0374,288,374
nf_0288_ns_0401,288,401
nf_0288_ns_0428,288,428
nf_0288_ns_0454,288,454
nf_0288_ns_0481,288,481
nf_0288_ns_0508,288,508
nf_0288_ns_0535,288,535
nf_0288_ns_0561,288,561
nf_0288_ns_0588,288,588
nf_0288_ns_0615,288,615
nf_0288_ns_0642,288,642
nf_0288_ns_0668,288,668
nf_0288_ns_0695,288,695
nf_0288_ns_0722,288,722
nf_0288_ns_0748,288,748
nf_0288_ns_0775,288,775
nf_0288_ns_0802,288,802
nf_0288_ns_0829,288,829
nf_0288_ns_0855,288,855
nf_0288_ns_0882,288,882
nf_0288_ns_0909,288,909
nf_0288_ns_0936,288,936
nf_0288_ns_0962,288,962
nf_0288_ns_0989,288,989
nf_0288_ns_1016,288,1016
nf_0288_ns_1042,288,1042
nf_0288_ns_1069,288,1069
nf_0288_ns_1096,288,1096
nf_0288_ns_1123,288,1123
nf_0288_ns_1149,288,1149
nf_0288_ns_1176,288,1176
nf_0288_ns_1203,288,1203
nf_0288_ns_1230,288,1230
nf_0288_ns_1256,288,1256
nf_0288_ns_1283,288,1283
nf_0288_ns_1310,288,1310
nf_0288_ns_1336,288,1336
nf_0288_ns_1363,288,1363
nf_0288_ns_1390,288,1390
nf_0288_ns_1417,288,1417
nf_0288_ns_1443,288,1443
nf_0288_ns_1470,288,1470
nf_0288_ns_1497,288,1497
nf_0288_ns_1524,288,1524
nf_0288_ns_1550,288,1550
nf_0288_ns_1577,288,1577
nf_0288_ns_1604,288,1604
nf_0288_ns_1630,288,1630
nf_0288_ns_1657,288,1657
nf_0288_ns_1684,288,1684
nf_0288_ns_1711,288,1711
nf_0288_ns_1737,288,1737
nf_0288_ns_1764,288,1764
nf_0288_ns_1791,288,1791
nf_0288_ns_1818,288,1818
nf_0288_ns_1844,288,1844
nf_0288_ns_1871,288,1871
nf_0288_ns_1898,288,1898
nf_0288_ns_1924,288,1924
nf_0288_ns_1951,288,1951
nf_0288_ns_1978,288,1978
nf_0288_ns_2005,288,2005
nf_0288_ns_2031,288,2031
nf_0288_ns_2058,288,2058
nf_0288_ns_2085,288,2085
nf_0288_ns_2112,288,2112
nf_0288_ns_2138,288,2138
nf_0288_ns_2165,288,2165
nf_0288_ns_2192,288,2192
nf_0288_ns_2218,288,2218
nf_0288_ns_2245,288,2245
nf_0288_ns_2272,288,2272
nf_0288_ns_2299,288,2299
nf_0288_ns_2325,288,2325
nf_0288_ns_2352,288,2352
nf_0288_ns_2379,288,2379
nf_0288_ns_2406,288,2406
nf_0288_ns_2432,288,2432
nf_0288_ns_2459,288,2459
nf_0288_ns_2486,288,2486
nf_0288_ns_2512,288,2512
nf_0288_ns_2539,288,2539
nf_0288_ns_2566,288,2566
nf_0288_ns_2593,288,2593
nf_0288_ns_2619,288,2619
nf_0288_ns_2646,288,2646
nf_0288_ns_2673,288,2673
nf_0288_ns_2700,288,2700
nf_0293_ns_0294,293,294
nf_0293_ns_0321,293,321
nf_0293_ns_0348,293,348
nf_0293_ns_0374,293,374
nf_0293_ns_0401,293,401
nf_0293_ns_0428,293,428
nf_0293_ns_0454,293,454
nf_0293_ns_0481,293,481
nf_0293_ns_0508,293,508
nf_0293_ns_0535,293,535
nf_0293_ns_0561,293,561
nf_0293_ns_0588,293,588
nf_0293_ns_0615,293,615
nf_0293_ns_0642,293,642
nf_0293_ns_0668,293,668
nf_0293_ns_0695,293,695
nf_0293_ns_0722,293,722
nf_0293_ns_0748,293,748
nf_0293_ns_0775,293,775
nf_0293_ns_0802,293,802
nf_0293_ns_0829,293,829
nf_0293_ns_0855,293,855
nf_0293_ns_0882,293,882
nf_0293_ns_0909,293,909
nf_0293_ns_0936,293,936
nf_0293_ns_0962,293,962
nf_0293_ns_0989,293,989
nf_0293_ns_1016,293,1016
nf_0293_ns_1042,293,1042
nf_0293_ns_1069,293,1069
nf_0293_ns_1096,293,1096
nf_0293_ns_1123,293,1123
nf_0293_ns_1149,293,1149
nf_0293_ns_1176,293,1176
nf_0293_ns_1203,293,1203
nf_0293_ns_1230,293,1230
nf_0293_ns_1256,293,1256
nf_0293_ns_1283,293,1283
nf_0293_ns_1310,293,1310
nf_0293_ns_1336,293,1336
nf_0293_ns_1363,293,1363
nf_0293_ns_1390,293,1390
nf_0293_ns_1417,293,1417
nf_0293_ns_1443,293,1443
nf_0293_ns_1470,293,1470
nf_0293_ns_1497,293,1497
nf_0293_ns_1524,293,1524
nf_0293_ns_1550,293,1550
nf_0293_ns_1577,293,1577
nf_0293_ns_1604,293,1604
nf_0293_ns_1630,293,1630
nf_0293_ns_1657,293,1657
nf_0293_ns_1684,293,1684
nf_0293_ns_1711,293,1711
nf_0293_ns_1737,293,1737
nf_0293_ns_1764,293,1764
nf_0293_ns_1791,293,1791
nf_0293_ns_1818,293,1818
nf_0293_ns_1844,293,1844
nf_0293_ns_1871,293,1871
nf_0293_ns_1898,293,1898
nf_0293_ns_1924,293,1924
nf_0293_ns_1951,293,1951
nf_0293_ns_1978,293,1978
nf_0293_ns_2005,293,2005
nf_0293_ns_2031,293,2031
nf_0293_ns_2058,293,2058
nf_0293_ns_2085,293,2085
nf_0293_ns_2112,293,2112
nf_0293_ns_2138,293,2138
nf_0293_ns_2165,293,2165
nf_0293_ns_2192,293,2192
nf_0293_ns_2218,293,2218
nf_0293_ns_2245,293,2245
nf_0293_ns_2272,293,2272
nf_0293_ns_2299,293,2299
nf_0293_ns_2325,293,2325
nf_0293_ns_2352,293,2352
nf_0293_ns_2379,293,2379
nf_0293_ns_2406,293,2406
nf_0293_ns_2432,293,2432
nf_0293_ns_2459,293,2459
nf_0293_ns_2486,293,2486
nf_0293_ns_2512,293,2512
nf_0293_ns_2539,293,2539
nf_0293_ns_2566,293,2566
nf_0293_ns_2593,293,2593
nf_0293_ns_2619,293,2619
nf_0293_ns_2646,293,2646
nf_0293_ns_2673,293,2673
nf_0293_ns_2700,293,2700
nf_0299_ns_0321,299,321
nf_0299_ns_0348,299,348
nf_0299_ns_0374,299,374
nf_0299_ns_0401,299,401
nf_0299_ns_0428,299,428
nf_0299_ns_0454,299,454
nf_0299_ns_0481,299,481
nf_0299_ns_0508,299,508
nf_0299_ns_0535,299,535
nf_0299_ns_0561,299,561
nf_0299_ns_0588,299,588
nf_0299_ns_0615,299,615
nf_0299_ns_0642,299,642
nf_0299_ns_0668,299,668
nf_0299_ns_0695,299,695
nf_0299_ns_0722,299,722
nf_0299_ns_0748,299,748
nf_0299_ns_0775,299,775
nf_0299_ns_0802,299,802
nf_0299_ns_0829,299,829
nf_0299_ns_0855,299,855
nf_0299_ns_0882,299,882
nf_0299_ns_0909,299,909
nf_0299_ns_0936,299,936
nf_0299_ns_0962,299,962
nf_0299_ns_0989,299,989
nf_0299_ns_1016,299,1016
nf_0299_ns_1042,299,1042
nf_0299_ns_1069,299,1069
nf_0299_ns_1096,299,1096
nf_0299_ns_1123,299,1123
nf_0299_ns_1149,299,1149
nf_0299_ns_1176,299,1176
nf_0299_ns_1203,299,1203
nf_0299_ns_1230,299,1230
nf_0299_ns_1256,299,1256
nf_0299_ns_1283,299,1283
nf_0299_ns_1310,299,1310
nf_0299_ns_1336,299,1336
nf_0299_ns_1363,299,1363
nf_0299_ns_1390,299,1390
nf_0299_ns_1417,299,1417
nf_0299_ns_1443,299,1443
nf_0299_ns_1470,299,1470
nf_0299_ns_1497,299,1497
nf_0299_ns_1524,299,1524
nf_0299_ns_1550,299,1550
nf_0299_ns_1577,299,1577
nf_0299_ns_1604,299,1604
