split_id,is_blocks,oos_blocks,best_strategy,N_fast,N_slow,is_performance,oos_performance,oos_rank,oos_rank_pct,rank_logit,overfit_event
30,0|3|5|7,1|2|4|6,nf_0101_ns_0107,101,107,2.342763200471305,-0.290068388509274,682.0,0.07465468099101075,-2.517293757834208,True
31,0|3|6|7,1|2|4|5,nf_0063_ns_0187,63,187,3.112206158894867,-1.3196379204091304,86.0,0.009318131988598991,-4.666431283411639,True
32,0|4|5|6,1|2|3|7,nf_0047_ns_2085,47,2085,3.015501450244623,-0.16752626440970614,3365.0,0.3687787765840824,-0.5374594500792825,True
33,0|4|5|7,1|2|3|6,nf_0047_ns_1550,47,1550,3.2140639624350102,0.24348400818745852,6291.0,0.6895417671563253,0.7979778948808756,False
34,0|4|6|7,1|2|3|5,nf_0047_ns_1657,47,1657,4.091718316968862,-0.4368722225450343,5467.0,0.5992106994080245,0.4021774339139726,False
35,0|5|6|7,1|2|3|4,nf_0101_ns_0561,101,561,3.0608885852813312,-0.43714315027276773,2157.0,0.23635167726375794,-1.1727865188970588,True
36,1|2|3|4,0|5|6|7,nf_0513_ns_1390,513,1390,2.772424707115792,0.04513555374357777,2576.0,0.28228458671344003,-0.9331573953432548,True
37,1|2|3|5,0|4|6|7,nf_0513_ns_1390,513,1390,2.1165910782300505,1.002050471100282,3192.0,0.349813637360228,-0.619858485560483,True
38,1|2|3|6,0|4|5|7,nf_0304_ns_2673,304,2673,2.0549866001490096,-0.05561315621420155,942.0,0.10315720236790178,-2.162626531928318,True
39,1|2|3|7,0|4|5|6,nf_0513_ns_1390,513,1390,2.8227829405992453,0.2746935602055792,3462.0,0.37941240955930716,-0.49204299040131566,True
40,1|2|4|5,0|3|6|7,nf_0502_ns_1417,502,1417,2.422418159127442,1.0355393957401524,7670.0,0.8407147555360667,1.6635558441945766,False
41,1|2|4|6,0|3|5|7,nf_0047_ns_1443,47,1443,3.052651583127372,0.09967597877462633,6050.0,0.6631221223415917,0.6772386859764294,False
42,1|2|4|7,0|3|5|6,nf_0411_ns_1283,411,1283,3.2931883324074493,-0.18049920054833035,5679.0,0.6224512168384126,0.49996547148529513,False
43,1|2|5|6,0|3|4|7,nf_0138_ns_0160,138,160,2.443609692117295,-0.9569392214863172,152.0,0.01655338741504056,-4.084472594744359,True
44,1|2|5|7,0|3|4|6,nf_0502_ns_1417,502,1417,2.679265893555095,0.9956415988748736,7612.0,0.8343565007673756,1.6168228859946518,False
45,1|2|6|7,0|3|4|5,nf_0411_ns_1283,411,1283,3.108274670537356,0.21124873651700268,6539.0,0.7167287875465906,0.9282927223816634,False
46,1|3|4|5,0|2|6|7,nf_0357_ns_0374,357,374,2.532447676014851,-1.8006133199387075,6.0,0.0005481254110940583,-7.508458169150802,True
47,1|3|4|6,0|2|5|7,nf_0031_ns_0241,31,241,2.84222676324548,-1.0950559361443504,191.0,0.020828765621574215,-3.8503715407995625,True
48,1|3|4|7,0|2|5|6,nf_0513_ns_1390,513,1390,2.6264661686936277,0.5633376830474186,7929.0,0.8691076518307389,1.8930917820572768,False
49,1|3|5|6,0|2|4|7,nf_0304_ns_0321,304,321,2.094092298090558,0.8104765552330433,4444.0,0.48706424029818024,-0.05175458793030787,True
50,1|3|5|7,0|2|4|6,nf_0304_ns_0481,304,481,2.135257057719165,-0.578279478565713,389.0,0.042534531900898925,-3.1139733944222328,True
51,1|3|6|7,0|2|4|5,nf_0304_ns_2673,304,2673,2.7127314000638476,-0.4086629008213837,1649.0,0.18066213549660162,-1.5118678995760122,True
52,1|4|5|6,0|2|3|7,nf_0277_ns_0829,277,829,2.999768018749059,-0.47081604415959916,2428.0,0.2660600745450559,-1.0147050523986716,True
53,1|4|5|7,0|2|3|6,nf_0352_ns_0802,352,802,2.952851401618074,0.32424228802305594,7797.0,0.8546371409778557,1.7714438898816434,False
54,1|4|6|7,0|2|3|5,nf_0042_ns_0802,42,802,3.6493162217028443,-1.3246998834282941,1451.0,0.1589563692172769,-1.6660137811486542,True
55,1|5|6|7,0|2|3|4,nf_0347_ns_0802,347,802,3.18669427246593,0.5056171365709368,7251.0,0.7947818460863846,1.3539940908111832,False
56,2|3|4|5,0|1|6|7,nf_0513_ns_1390,513,1390,1.68840281602653,1.4809447044460256,3718.0,0.40747643060732297,-0.3744075597760565,True
57,2|3|4|6,0|1|5|7,nf_0047_ns_1417,47,1417,2.175716682651014,1.4446718432791932,6451.0,0.7070817803113353,0.881252875133282,False
58,2|3|4|7,0|1|5|6,nf_0042_ns_1417,42,1417,2.50245728161192,-0.10181475686161895,1469.0,0.16092962069721553,-1.6513274568111866,True
59,2|3|5|6,0|1|4|7,nf_0138_ns_0160,138,160,1.883277178933004,-0.5999846949426728,84.0,0.009098881824161367,-4.6904632200018135,True
60,2|3|5|7,0|1|4|6,nf_0143_ns_0187,143,187,1.9116308441296344,0.007108037774248771,267.0,0.029160271870203903,-3.5053541656067737,True
61,2|3|6|7,0|1|4|5,nf_0149_ns_0187,149,187,2.1748650692587885,0.20529946039308009,938.0,0.10271870203902653,-2.167375207566813,True
62,2|4|5|6,0|1|3|7,nf_0047_ns_1443,47,1443,2.1410050888002012,1.2589705650425065,6913.0,0.7577285682964262,1.1402665159720928,False
63,2|4|5|7,0|1|3|6,nf_0020_ns_1417,20,1417,2.478109001400284,0.8813609933781542,6609.0,0.7244025433019075,0.966405926050621,False
64,2|4|6|7,0|1|3|5,nf_0047_ns_1657,47,1657,3.108813846005583,0.11785977177228417,5254.0,0.5758605568954177,0.3058032662534488,False
65,2|5|6|7,0|1|3|4,nf_0149_ns_0187,149,187,2.751850712879678,-0.261252411885668,532.0,0.058210918658189,-2.7837084013961175,True
66,3|4|5|6,0|1|2|7,nf_0015_ns_1310,15,1310,2.151672144066492,1.1535709535156988,5322.0,0.5833150624862968,0.3363970656071204,False
67,3|4|5|7,0|1|2|6,nf_0357_ns_0374,357,374,2.342876451730876,-1.4387200829738984,40.0,0.004275378206533655,-5.450598167372567,True
68,3|4|6|7,0|1|2|5,nf_0015_ns_1310,15,1310,3.049705478210851,0.29654123099640833,5162.0,0.565775049331287,0.2646338405268104,False
69,3|5|6|7,0|1|2|4,nf_0149_ns_0187,149,187,2.284540004373519,0.3737131066993299,1813.0,0.19864064898048672,-1.3948120661408996,True
70,4|5|6|7,0|1|2|3,nf_0020_ns_1417,20,1417,2.819832776214994,0.6557547114091442,7255.0,0.7952203464152598,1.35668470105406,False
